                t                    x1                   y1               x2             y2               E    
           0.44160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.44960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.45960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.46960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.47960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.48960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.49960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.50960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.51960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.52960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.53960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.54960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.55960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.56000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.56040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.56080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
