                t                    x1                   y1               x2             y2               E    
           0.13200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.13960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.14960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.15960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.16960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.17960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.18960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.19960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.20960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.21960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.22960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.23960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24160000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24200000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24240000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24280000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24320000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24360000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24400000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24440000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24480000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24520000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24560000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24600000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24640000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24680000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24720000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24760000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24800000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24840000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24880000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24920000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.24960000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.25000000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.25040000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.25080000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
           0.25120000E+02                      NaN                      NaN                      NaN                      NaN                -Infinity
