       t                    x1                   y1                  x2               y2                 E         I      
           0.81818182E-01           0.19999992E+02           0.16363603E-01           0.21000584E+02          -0.17881286E+00          -0.60168539E-03           0.80271820E-01
           0.16363636E+00           0.19999967E+02           0.32727130E-01           0.21001026E+02          -0.15760092E+00          -0.60168539E-03           0.80271820E-01
           0.24545455E+00           0.19999926E+02           0.49090570E-01           0.21001326E+02          -0.13636479E+00          -0.60168539E-03           0.80271820E-01
           0.32727273E+00           0.19999869E+02           0.65453910E-01           0.21001485E+02          -0.11510505E+00          -0.60168539E-03           0.80271820E-01
           0.40909091E+00           0.19999795E+02           0.81817138E-01           0.21001500E+02          -0.93822304E-01          -0.60168539E-03           0.80271820E-01
           0.49090909E+00           0.19999704E+02           0.98180241E-01           0.21001374E+02          -0.72517129E-01          -0.60168539E-03           0.80271820E-01
           0.57272727E+00           0.19999598E+02           0.11454321E+00           0.21001104E+02          -0.51190118E-01          -0.60168539E-03           0.80271820E-01
           0.65454545E+00           0.19999475E+02           0.13090603E+00           0.21000691E+02          -0.29841857E-01          -0.60168539E-03           0.80271820E-01
           0.73636364E+00           0.19999335E+02           0.14726868E+00           0.21000134E+02          -0.84729354E-02          -0.60168539E-03           0.80271820E-01
           0.81818182E+00           0.19999179E+02           0.16363117E+00           0.20999433E+02           0.12916061E-01          -0.60168539E-03           0.80271820E-01
           0.90000000E+00           0.19999007E+02           0.17999346E+00           0.20998587E+02           0.34324543E-01          -0.60168539E-03           0.80271820E-01
           0.98181818E+00           0.19998818E+02           0.19635556E+00           0.20997596E+02           0.55751921E-01          -0.60168539E-03           0.80271820E-01
           0.10636364E+01           0.19998613E+02           0.21271745E+00           0.20996460E+02           0.77197605E-01          -0.60168539E-03           0.80271820E-01
           0.11454545E+01           0.19998391E+02           0.22907912E+00           0.20995178E+02           0.98661001E-01          -0.60168539E-03           0.80271820E-01
           0.12272727E+01           0.19998153E+02           0.24544055E+00           0.20993749E+02           0.12014151E+00          -0.60168539E-03           0.80271820E-01
           0.13090909E+01           0.19997899E+02           0.26180174E+00           0.20992173E+02           0.14163854E+00          -0.60168539E-03           0.80271820E-01
           0.13909091E+01           0.19997628E+02           0.27816267E+00           0.20990450E+02           0.16315148E+00          -0.60168539E-03           0.80271820E-01
           0.14727273E+01           0.19997341E+02           0.29452332E+00           0.20988578E+02           0.18467972E+00          -0.60168539E-03           0.80271820E-01
           0.15545455E+01           0.19997037E+02           0.31088369E+00           0.20986557E+02           0.20622266E+00          -0.60168539E-03           0.80271820E-01
           0.16363636E+01           0.19996717E+02           0.32724377E+00           0.20984386E+02           0.22777967E+00          -0.60168539E-03           0.80271820E-01
           0.17181818E+01           0.19996381E+02           0.34360354E+00           0.20982065E+02           0.24935012E+00          -0.60168539E-03           0.80271820E-01
           0.18000000E+01           0.19996028E+02           0.35996299E+00           0.20979593E+02           0.27093340E+00          -0.60168539E-03           0.80271820E-01
           0.18818182E+01           0.19995659E+02           0.37632210E+00           0.20976969E+02           0.29252885E+00          -0.60168539E-03           0.80271820E-01
           0.19636364E+01           0.19995273E+02           0.39268087E+00           0.20974193E+02           0.31413583E+00          -0.60168539E-03           0.80271820E-01
           0.20454545E+01           0.19994871E+02           0.40903929E+00           0.20971262E+02           0.33575369E+00          -0.60168539E-03           0.80271820E-01
           0.21272727E+01           0.19994453E+02           0.42539734E+00           0.20968177E+02           0.35738176E+00          -0.60168539E-03           0.80271820E-01
           0.22090909E+01           0.19994018E+02           0.44175500E+00           0.20964937E+02           0.37901935E+00          -0.60168539E-03           0.80271820E-01
           0.22909091E+01           0.19993567E+02           0.45811228E+00           0.20961541E+02           0.40066579E+00          -0.60168539E-03           0.80271820E-01
           0.23727273E+01           0.19993099E+02           0.47446914E+00           0.20957987E+02           0.42232037E+00          -0.60168539E-03           0.80271820E-01
           0.24545455E+01           0.19992616E+02           0.49082560E+00           0.20954274E+02           0.44398239E+00          -0.60168539E-03           0.80271820E-01
           0.25363636E+01           0.19992115E+02           0.50718162E+00           0.20950403E+02           0.46565110E+00          -0.60168539E-03           0.80271820E-01
           0.26181818E+01           0.19991599E+02           0.52353721E+00           0.20946370E+02           0.48732578E+00          -0.60168539E-03           0.80271820E-01
           0.27000000E+01           0.19991066E+02           0.53989234E+00           0.20942176E+02           0.50900566E+00          -0.60168539E-03           0.80271820E-01
           0.27818182E+01           0.19990516E+02           0.55624701E+00           0.20937818E+02           0.53068996E+00          -0.60168539E-03           0.80271820E-01
           0.28636364E+01           0.19989951E+02           0.57260120E+00           0.20933297E+02           0.55237790E+00          -0.60168539E-03           0.80271820E-01
           0.29454545E+01           0.19989369E+02           0.58895491E+00           0.20928610E+02           0.57406866E+00          -0.60168539E-03           0.80271820E-01
           0.30272727E+01           0.19988770E+02           0.60530811E+00           0.20923756E+02           0.59576140E+00          -0.60168539E-03           0.80271820E-01
           0.31090909E+01           0.19988155E+02           0.62166081E+00           0.20918733E+02           0.61745526E+00          -0.60168539E-03           0.80271820E-01
           0.31909091E+01           0.19987524E+02           0.63801298E+00           0.20913540E+02           0.63914937E+00          -0.60168539E-03           0.80271820E-01
           0.32727273E+01           0.19986877E+02           0.65436462E+00           0.20908177E+02           0.66084283E+00          -0.60168539E-03           0.80271820E-01
           0.33545455E+01           0.19986213E+02           0.67071572E+00           0.20902640E+02           0.68253468E+00          -0.60168539E-03           0.80271820E-01
           0.34363636E+01           0.19985533E+02           0.68706626E+00           0.20896928E+02           0.70422398E+00          -0.60168539E-03           0.80271820E-01
           0.35181818E+01           0.19984837E+02           0.70341623E+00           0.20891040E+02           0.72590973E+00          -0.60168539E-03           0.80271820E-01
           0.36000000E+01           0.19984124E+02           0.71976562E+00           0.20884974E+02           0.74759090E+00          -0.60168539E-03           0.80271820E-01
           0.36818182E+01           0.19983395E+02           0.73611442E+00           0.20878728E+02           0.76926643E+00          -0.60168539E-03           0.80271820E-01
           0.37636364E+01           0.19982649E+02           0.75246262E+00           0.20872299E+02           0.79093522E+00          -0.60168539E-03           0.80271820E-01
           0.38454545E+01           0.19981888E+02           0.76881021E+00           0.20865687E+02           0.81259613E+00          -0.60168539E-03           0.80271820E-01
           0.39272727E+01           0.19981110E+02           0.78515718E+00           0.20858889E+02           0.83424798E+00          -0.60168539E-03           0.80271820E-01
           0.40090909E+01           0.19980315E+02           0.80150352E+00           0.20851902E+02           0.85588954E+00          -0.60168539E-03           0.80271820E-01
           0.40909091E+01           0.19979505E+02           0.81784921E+00           0.20844725E+02           0.87751953E+00          -0.60168539E-03           0.80271820E-01
           0.41727273E+01           0.19978678E+02           0.83419424E+00           0.20837354E+02           0.89913662E+00          -0.60168539E-03           0.80271820E-01
           0.42545455E+01           0.19977835E+02           0.85053862E+00           0.20829789E+02           0.92073943E+00          -0.60168539E-03           0.80271820E-01
           0.43363636E+01           0.19976975E+02           0.86688231E+00           0.20822025E+02           0.94232651E+00          -0.60168539E-03           0.80271820E-01
           0.44181818E+01           0.19976100E+02           0.88322533E+00           0.20814061E+02           0.96389634E+00          -0.60168539E-03           0.80271820E-01
           0.45000000E+01           0.19975208E+02           0.89956765E+00           0.20805893E+02           0.98544735E+00          -0.60168539E-03           0.80271820E-01
           0.45818182E+01           0.19974299E+02           0.91590926E+00           0.20797519E+02           0.10069779E+01          -0.60168539E-03           0.80271820E-01
           0.46636364E+01           0.19973375E+02           0.93225016E+00           0.20788935E+02           0.10284862E+01          -0.60168539E-03           0.80271820E-01
           0.47454545E+01           0.19972434E+02           0.94859034E+00           0.20780139E+02           0.10499705E+01          -0.60168539E-03           0.80271820E-01
           0.48272727E+01           0.19971477E+02           0.96492979E+00           0.20771127E+02           0.10714288E+01          -0.60168539E-03           0.80271820E-01
           0.49090909E+01           0.19970504E+02           0.98126850E+00           0.20761895E+02           0.10928592E+01          -0.60168539E-03           0.80271820E-01
           0.49909091E+01           0.19969515E+02           0.99760646E+00           0.20752441E+02           0.11142595E+01          -0.60168539E-03           0.80271820E-01
           0.50727273E+01           0.19968510E+02           0.10139437E+01           0.20742759E+02           0.11356274E+01          -0.60168539E-03           0.80271820E-01
           0.51545455E+01           0.19967488E+02           0.10302801E+01           0.20732847E+02           0.11569607E+01          -0.60168539E-03           0.80271820E-01
           0.52363636E+01           0.19966450E+02           0.10466158E+01           0.20722700E+02           0.11782567E+01          -0.60168539E-03           0.80271820E-01
           0.53181818E+01           0.19965396E+02           0.10629507E+01           0.20712313E+02           0.11995129E+01          -0.60168539E-03           0.80271820E-01
           0.54000000E+01           0.19964326E+02           0.10792848E+01           0.20701683E+02           0.12207264E+01          -0.60168539E-03           0.80271820E-01
           0.54818182E+01           0.19963239E+02           0.10956181E+01           0.20690804E+02           0.12418942E+01          -0.60168539E-03           0.80271820E-01
           0.55636364E+01           0.19962137E+02           0.11119506E+01           0.20679670E+02           0.12630132E+01          -0.60168539E-03           0.80271820E-01
           0.56454545E+01           0.19961018E+02           0.11282823E+01           0.20668278E+02           0.12840799E+01          -0.60168539E-03           0.80271820E-01
           0.57272727E+01           0.19959884E+02           0.11446132E+01           0.20656620E+02           0.13050906E+01          -0.60168539E-03           0.80271820E-01
           0.58090909E+01           0.19958733E+02           0.11609433E+01           0.20644692E+02           0.13260416E+01          -0.60168539E-03           0.80271820E-01
           0.58909091E+01           0.19957566E+02           0.11772725E+01           0.20632487E+02           0.13469287E+01          -0.60168539E-03           0.80271820E-01
           0.59727273E+01           0.19956383E+02           0.11936010E+01           0.20619998E+02           0.13677473E+01          -0.60168539E-03           0.80271820E-01
           0.60545455E+01           0.19955185E+02           0.12099286E+01           0.20607218E+02           0.13884926E+01          -0.60168539E-03           0.80271820E-01
           0.61363636E+01           0.19953970E+02           0.12262555E+01           0.20594139E+02           0.14091594E+01          -0.60168539E-03           0.80271820E-01
           0.62181818E+01           0.19952739E+02           0.12425814E+01           0.20580755E+02           0.14297422E+01          -0.60168539E-03           0.80271820E-01
           0.63000000E+01           0.19951492E+02           0.12589066E+01           0.20567056E+02           0.14502348E+01          -0.60168539E-03           0.80271820E-01
           0.63818182E+01           0.19950229E+02           0.12752310E+01           0.20553034E+02           0.14706306E+01          -0.60168539E-03           0.80271820E-01
           0.64636364E+01           0.19948950E+02           0.12915545E+01           0.20538679E+02           0.14909224E+01          -0.60168539E-03           0.80271820E-01
           0.65454545E+01           0.19947656E+02           0.13078773E+01           0.20523981E+02           0.15111024E+01          -0.60168539E-03           0.80271820E-01
           0.66272727E+01           0.19946345E+02           0.13241992E+01           0.20508928E+02           0.15311619E+01          -0.60168539E-03           0.80271820E-01
           0.67090909E+01           0.19945019E+02           0.13405204E+01           0.20493511E+02           0.15510915E+01          -0.60168539E-03           0.80271820E-01
           0.67909091E+01           0.19943677E+02           0.13568408E+01           0.20477715E+02           0.15708808E+01          -0.60168539E-03           0.80271820E-01
           0.68727273E+01           0.19942319E+02           0.13731604E+01           0.20461528E+02           0.15905183E+01          -0.60168539E-03           0.80271820E-01
           0.69545455E+01           0.19940945E+02           0.13894793E+01           0.20444935E+02           0.16099913E+01          -0.60168539E-03           0.80271820E-01
           0.70363636E+01           0.19939556E+02           0.14057974E+01           0.20427921E+02           0.16292856E+01          -0.60168539E-03           0.80271820E-01
           0.71181818E+01           0.19938151E+02           0.14221149E+01           0.20410469E+02           0.16483853E+01          -0.60168539E-03           0.80271820E-01
           0.72000000E+01           0.19936730E+02           0.14384317E+01           0.20392560E+02           0.16672726E+01          -0.60168539E-03           0.80271820E-01
           0.72818182E+01           0.19935294E+02           0.14547479E+01           0.20374176E+02           0.16859275E+01          -0.60168539E-03           0.80271820E-01
           0.73636364E+01           0.19933842E+02           0.14710635E+01           0.20355294E+02           0.17043272E+01          -0.60168539E-03           0.80271820E-01
           0.74454545E+01           0.19932375E+02           0.14873785E+01           0.20335891E+02           0.17224459E+01          -0.60168539E-03           0.80271820E-01
           0.75272727E+01           0.19930893E+02           0.15036931E+01           0.20315941E+02           0.17402538E+01          -0.60168539E-03           0.80271820E-01
           0.76090909E+01           0.19929395E+02           0.15200073E+01           0.20295416E+02           0.17577167E+01          -0.60168539E-03           0.80271820E-01
           0.76909091E+01           0.19927882E+02           0.15363211E+01           0.20274286E+02           0.17747948E+01          -0.60168539E-03           0.80271820E-01
           0.77727273E+01           0.19926353E+02           0.15526348E+01           0.20252516E+02           0.17914416E+01          -0.60168539E-03           0.80271820E-01
           0.78545455E+01           0.19924810E+02           0.15689483E+01           0.20230068E+02           0.18076020E+01          -0.60168539E-03           0.80271820E-01
           0.79363636E+01           0.19923252E+02           0.15852620E+01           0.20206901E+02           0.18232107E+01          -0.60168539E-03           0.80271820E-01
           0.80181818E+01           0.19921679E+02           0.16015758E+01           0.20182969E+02           0.18381888E+01          -0.60168539E-03           0.80271820E-01
           0.81000000E+01           0.19920091E+02           0.16178902E+01           0.20158222E+02           0.18524403E+01          -0.60168539E-03           0.80271820E-01
           0.81818182E+01           0.19918489E+02           0.16342053E+01           0.20132605E+02           0.18658469E+01          -0.60168539E-03           0.80271820E-01
           0.82636364E+01           0.19916872E+02           0.16505214E+01           0.20106058E+02           0.18782607E+01          -0.60168539E-03           0.80271820E-01
           0.83454545E+01           0.19915241E+02           0.16668392E+01           0.20078518E+02           0.18894936E+01          -0.60168539E-03           0.80271820E-01
           0.84272727E+01           0.19913596E+02           0.16831591E+01           0.20049924E+02           0.18993024E+01          -0.60168539E-03           0.80271820E-01
           0.85090909E+01           0.19911937E+02           0.16994820E+01           0.20020222E+02           0.19073665E+01          -0.60168538E-03           0.80271820E-01
           0.85909091E+01           0.19910264E+02           0.17158089E+01           0.19989382E+02           0.19132548E+01          -0.60168538E-03           0.80271820E-01
           0.86727273E+01           0.19908577E+02           0.17321412E+01           0.19957435E+02           0.19163757E+01          -0.60168537E-03           0.80271820E-01
           0.87545455E+01           0.19906876E+02           0.17484811E+01           0.19924551E+02           0.19159061E+01          -0.60168537E-03           0.80271820E-01
           0.88363636E+01           0.19905159E+02           0.17648313E+01           0.19891205E+02           0.19107053E+01          -0.60168537E-03           0.80271820E-01
           0.89181818E+01           0.19903423E+02           0.17811956E+01           0.19858544E+02           0.18992810E+01          -0.60168540E-03           0.80271820E-01
           0.90000000E+01           0.19901663E+02           0.17975778E+01           0.19829019E+02           0.18801004E+01          -0.60168541E-03           0.80271820E-01
           0.90818182E+01           0.19899868E+02           0.18139784E+01           0.19806866E+02           0.18529291E+01          -0.60168530E-03           0.80271820E-01
           0.91636364E+01           0.19898027E+02           0.18303896E+01           0.19796469E+02           0.18209653E+01          -0.60168657E-03           0.80271820E-01
           0.92454545E+01           0.19896138E+02           0.18467967E+01           0.19798475E+02           0.17899726E+01          -0.60168809E-03           0.80271820E-01
           0.93272727E+01           0.19894209E+02           0.18631898E+01           0.19809537E+02           0.17639567E+01          -0.60168854E-03           0.80271820E-01
           0.94090909E+01           0.19892251E+02           0.18795667E+01           0.19825817E+02           0.17438119E+01          -0.60168864E-03           0.80271820E-01
           0.94909091E+01           0.19890270E+02           0.18959290E+01           0.19844750E+02           0.17289149E+01          -0.60168867E-03           0.80271820E-01
           0.95727273E+01           0.19888268E+02           0.19122788E+01           0.19864895E+02           0.17183390E+01          -0.60168868E-03           0.80271820E-01
           0.96545455E+01           0.19886249E+02           0.19286182E+01           0.19885471E+02           0.17112600E+01          -0.60168869E-03           0.80271820E-01
           0.97363636E+01           0.19884213E+02           0.19449489E+01           0.19906055E+02           0.17070261E+01          -0.60168870E-03           0.80271820E-01
           0.98181818E+01           0.19882161E+02           0.19612722E+01           0.19926417E+02           0.17051358E+01          -0.60168870E-03           0.80271820E-01
           0.99000000E+01           0.19880093E+02           0.19775888E+01           0.19946429E+02           0.17052038E+01          -0.60168870E-03           0.80271820E-01
           0.99818182E+01           0.19878010E+02           0.19938997E+01           0.19966024E+02           0.17069308E+01          -0.60168870E-03           0.80271820E-01
           0.10063636E+02           0.19875911E+02           0.20102053E+01           0.19985168E+02           0.17100809E+01          -0.60168870E-03           0.80271820E-01
           0.10145455E+02           0.19873796E+02           0.20265062E+01           0.20003848E+02           0.17144657E+01          -0.60168870E-03           0.80271820E-01
           0.10227273E+02           0.19871665E+02           0.20428026E+01           0.20022061E+02           0.17199328E+01          -0.60168870E-03           0.80271820E-01
           0.10309091E+02           0.19869520E+02           0.20590950E+01           0.20039812E+02           0.17263568E+01          -0.60168870E-03           0.80271820E-01
           0.10390909E+02           0.19867358E+02           0.20753834E+01           0.20057111E+02           0.17336339E+01          -0.60168870E-03           0.80271820E-01
           0.10472727E+02           0.19865181E+02           0.20916682E+01           0.20073967E+02           0.17416766E+01          -0.60168870E-03           0.80271820E-01
           0.10554545E+02           0.19862988E+02           0.21079496E+01           0.20090395E+02           0.17504112E+01          -0.60168870E-03           0.80271820E-01
           0.10636364E+02           0.19860780E+02           0.21242275E+01           0.20106405E+02           0.17597742E+01          -0.60168870E-03           0.80271820E-01
           0.10718182E+02           0.19858555E+02           0.21405023E+01           0.20122012E+02           0.17697111E+01          -0.60168870E-03           0.80271820E-01
           0.10800000E+02           0.19856316E+02           0.21567739E+01           0.20137228E+02           0.17801746E+01          -0.60168870E-03           0.80271820E-01
           0.10881818E+02           0.19854060E+02           0.21730425E+01           0.20152065E+02           0.17911233E+01          -0.60168870E-03           0.80271820E-01
           0.10963636E+02           0.19851788E+02           0.21893081E+01           0.20166534E+02           0.18025206E+01          -0.60168870E-03           0.80271820E-01
           0.11045455E+02           0.19849501E+02           0.22055709E+01           0.20180648E+02           0.18143344E+01          -0.60168870E-03           0.80271820E-01
           0.11127273E+02           0.19847198E+02           0.22218309E+01           0.20194415E+02           0.18265360E+01          -0.60168870E-03           0.80271820E-01
           0.11209091E+02           0.19844879E+02           0.22380880E+01           0.20207848E+02           0.18390997E+01          -0.60168870E-03           0.80271820E-01
           0.11290909E+02           0.19842544E+02           0.22543424E+01           0.20220954E+02           0.18520025E+01          -0.60168870E-03           0.80271820E-01
           0.11372727E+02           0.19840193E+02           0.22705942E+01           0.20233744E+02           0.18652236E+01          -0.60168870E-03           0.80271820E-01
           0.11454545E+02           0.19837826E+02           0.22868433E+01           0.20246225E+02           0.18787444E+01          -0.60168870E-03           0.80271820E-01
           0.11536364E+02           0.19835443E+02           0.23030897E+01           0.20258406E+02           0.18925477E+01          -0.60168870E-03           0.80271820E-01
           0.11618182E+02           0.19833044E+02           0.23193335E+01           0.20270294E+02           0.19066180E+01          -0.60168870E-03           0.80271820E-01
           0.11700000E+02           0.19830629E+02           0.23355748E+01           0.20281897E+02           0.19209411E+01          -0.60168870E-03           0.80271820E-01
           0.11781818E+02           0.19828199E+02           0.23518135E+01           0.20293221E+02           0.19355039E+01          -0.60168870E-03           0.80271820E-01
           0.11863636E+02           0.19825752E+02           0.23680496E+01           0.20304273E+02           0.19502946E+01          -0.60168870E-03           0.80271820E-01
           0.11945455E+02           0.19823289E+02           0.23842832E+01           0.20315060E+02           0.19653019E+01          -0.60168870E-03           0.80271820E-01
           0.12027273E+02           0.19820810E+02           0.24005142E+01           0.20325586E+02           0.19805158E+01          -0.60168870E-03           0.80271820E-01
           0.12109091E+02           0.19818315E+02           0.24167428E+01           0.20335857E+02           0.19959269E+01          -0.60168870E-03           0.80271820E-01
           0.12190909E+02           0.19815804E+02           0.24329688E+01           0.20345879E+02           0.20115262E+01          -0.60168870E-03           0.80271820E-01
           0.12272727E+02           0.19813277E+02           0.24491924E+01           0.20355656E+02           0.20273057E+01          -0.60168870E-03           0.80271820E-01
           0.12354545E+02           0.19810733E+02           0.24654134E+01           0.20365194E+02           0.20432577E+01          -0.60168870E-03           0.80271820E-01
           0.12436364E+02           0.19808174E+02           0.24816320E+01           0.20374496E+02           0.20593752E+01          -0.60168870E-03           0.80271820E-01
           0.12518182E+02           0.19805598E+02           0.24978481E+01           0.20383567E+02           0.20756515E+01          -0.60168870E-03           0.80271820E-01
           0.12600000E+02           0.19803006E+02           0.25140616E+01           0.20392412E+02           0.20920803E+01          -0.60168870E-03           0.80271820E-01
           0.12681818E+02           0.19800399E+02           0.25302727E+01           0.20401033E+02           0.21086559E+01          -0.60168870E-03           0.80271820E-01
           0.12763636E+02           0.19797775E+02           0.25464813E+01           0.20409435E+02           0.21253727E+01          -0.60168870E-03           0.80271820E-01
           0.12845455E+02           0.19795134E+02           0.25626874E+01           0.20417622E+02           0.21422256E+01          -0.60168870E-03           0.80271820E-01
           0.12927273E+02           0.19792478E+02           0.25788911E+01           0.20425596E+02           0.21592096E+01          -0.60168870E-03           0.80271820E-01
           0.13009091E+02           0.19789805E+02           0.25950922E+01           0.20433360E+02           0.21763202E+01          -0.60168870E-03           0.80271820E-01
           0.13090909E+02           0.19787117E+02           0.26112909E+01           0.20440919E+02           0.21935530E+01          -0.60168870E-03           0.80271820E-01
           0.13172727E+02           0.19784412E+02           0.26274870E+01           0.20448274E+02           0.22109039E+01          -0.60168870E-03           0.80271820E-01
           0.13254545E+02           0.19781691E+02           0.26436806E+01           0.20455429E+02           0.22283690E+01          -0.60168870E-03           0.80271820E-01
           0.13336364E+02           0.19778953E+02           0.26598718E+01           0.20462386E+02           0.22459445E+01          -0.60168870E-03           0.80271820E-01
           0.13418182E+02           0.19776200E+02           0.26760604E+01           0.20469149E+02           0.22636269E+01          -0.60168870E-03           0.80271820E-01
           0.13500000E+02           0.19773430E+02           0.26922465E+01           0.20475718E+02           0.22814129E+01          -0.60168870E-03           0.80271820E-01
           0.13581818E+02           0.19770644E+02           0.27084301E+01           0.20482098E+02           0.22992993E+01          -0.60168870E-03           0.80271820E-01
           0.13663636E+02           0.19767842E+02           0.27246111E+01           0.20488289E+02           0.23172831E+01          -0.60168870E-03           0.80271820E-01
           0.13745455E+02           0.19765023E+02           0.27407897E+01           0.20494295E+02           0.23353613E+01          -0.60168870E-03           0.80271820E-01
           0.13827273E+02           0.19762189E+02           0.27569656E+01           0.20500117E+02           0.23535311E+01          -0.60168870E-03           0.80271820E-01
           0.13909091E+02           0.19759338E+02           0.27731391E+01           0.20505757E+02           0.23717900E+01          -0.60168870E-03           0.80271820E-01
           0.13990909E+02           0.19756471E+02           0.27893099E+01           0.20511217E+02           0.23901354E+01          -0.60168870E-03           0.80271820E-01
           0.14072727E+02           0.19753587E+02           0.28054782E+01           0.20516499E+02           0.24085648E+01          -0.60168870E-03           0.80271820E-01
           0.14154545E+02           0.19750688E+02           0.28216440E+01           0.20521606E+02           0.24270759E+01          -0.60168870E-03           0.80271820E-01
           0.14236364E+02           0.19747772E+02           0.28378071E+01           0.20526537E+02           0.24456666E+01          -0.60168870E-03           0.80271820E-01
           0.14318182E+02           0.19744840E+02           0.28539677E+01           0.20531296E+02           0.24643346E+01          -0.60168870E-03           0.80271820E-01
           0.14400000E+02           0.19741891E+02           0.28701256E+01           0.20535884E+02           0.24830779E+01          -0.60168870E-03           0.80271820E-01
           0.14481818E+02           0.19738927E+02           0.28862810E+01           0.20540302E+02           0.25018945E+01          -0.60168870E-03           0.80271820E-01
           0.14563636E+02           0.19735946E+02           0.29024337E+01           0.20544551E+02           0.25207826E+01          -0.60168870E-03           0.80271820E-01
           0.14645455E+02           0.19732949E+02           0.29185838E+01           0.20548634E+02           0.25397402E+01          -0.60168870E-03           0.80271820E-01
           0.14727273E+02           0.19729935E+02           0.29347313E+01           0.20552551E+02           0.25587656E+01          -0.60168870E-03           0.80271820E-01
           0.14809091E+02           0.19726905E+02           0.29508761E+01           0.20556303E+02           0.25778571E+01          -0.60168870E-03           0.80271820E-01
           0.14890909E+02           0.19723859E+02           0.29670183E+01           0.20559893E+02           0.25970131E+01          -0.60168870E-03           0.80271820E-01
           0.14972727E+02           0.19720797E+02           0.29831578E+01           0.20563320E+02           0.26162320E+01          -0.60168870E-03           0.80271820E-01
           0.15054545E+02           0.19717719E+02           0.29992946E+01           0.20566587E+02           0.26355122E+01          -0.60168870E-03           0.80271820E-01
           0.15136364E+02           0.19714624E+02           0.30154287E+01           0.20569694E+02           0.26548523E+01          -0.60168870E-03           0.80271820E-01
           0.15218182E+02           0.19711513E+02           0.30315602E+01           0.20572642E+02           0.26742508E+01          -0.60168870E-03           0.80271820E-01
           0.15300000E+02           0.19708385E+02           0.30476889E+01           0.20575433E+02           0.26937063E+01          -0.60168870E-03           0.80271820E-01
           0.15381818E+02           0.19705242E+02           0.30638150E+01           0.20578066E+02           0.27132175E+01          -0.60168870E-03           0.80271820E-01
           0.15463636E+02           0.19702082E+02           0.30799383E+01           0.20580544E+02           0.27327831E+01          -0.60168870E-03           0.80271820E-01
           0.15545455E+02           0.19698906E+02           0.30960588E+01           0.20582868E+02           0.27524018E+01          -0.60168870E-03           0.80271820E-01
           0.15627273E+02           0.19695713E+02           0.31121766E+01           0.20585036E+02           0.27720724E+01          -0.60168870E-03           0.80271820E-01
           0.15709091E+02           0.19692504E+02           0.31282917E+01           0.20587052E+02           0.27917936E+01          -0.60168870E-03           0.80271820E-01
           0.15790909E+02           0.19689279E+02           0.31444040E+01           0.20588915E+02           0.28115644E+01          -0.60168870E-03           0.80271820E-01
           0.15872727E+02           0.19686038E+02           0.31605135E+01           0.20590626E+02           0.28313836E+01          -0.60168870E-03           0.80271820E-01
           0.15954545E+02           0.19682780E+02           0.31766202E+01           0.20592186E+02           0.28512500E+01          -0.60168870E-03           0.80271820E-01
           0.16036364E+02           0.19679506E+02           0.31927241E+01           0.20593596E+02           0.28711627E+01          -0.60168870E-03           0.80271820E-01
           0.16118182E+02           0.19676216E+02           0.32088252E+01           0.20594856E+02           0.28911206E+01          -0.60168870E-03           0.80271820E-01
           0.16200000E+02           0.19672910E+02           0.32249234E+01           0.20595966E+02           0.29111227E+01          -0.60168870E-03           0.80271820E-01
           0.16281818E+02           0.19669587E+02           0.32410188E+01           0.20596928E+02           0.29311679E+01          -0.60168870E-03           0.80271820E-01
           0.16363636E+02           0.19666248E+02           0.32571114E+01           0.20597742E+02           0.29512553E+01          -0.60168870E-03           0.80271820E-01
           0.16445455E+02           0.19662892E+02           0.32732011E+01           0.20598408E+02           0.29713840E+01          -0.60168870E-03           0.80271820E-01
           0.16527273E+02           0.19659521E+02           0.32892880E+01           0.20598927E+02           0.29915530E+01          -0.60168870E-03           0.80271820E-01
           0.16609091E+02           0.19656133E+02           0.33053719E+01           0.20599299E+02           0.30117614E+01          -0.60168870E-03           0.80271820E-01
           0.16690909E+02           0.19652729E+02           0.33214530E+01           0.20599525E+02           0.30320084E+01          -0.60168870E-03           0.80271820E-01
           0.16772727E+02           0.19649308E+02           0.33375311E+01           0.20599605E+02           0.30522931E+01          -0.60168870E-03           0.80271820E-01
           0.16854545E+02           0.19645871E+02           0.33536064E+01           0.20599539E+02           0.30726146E+01          -0.60168870E-03           0.80271820E-01
           0.16936364E+02           0.19642418E+02           0.33696787E+01           0.20599328E+02           0.30929722E+01          -0.60168870E-03           0.80271820E-01
           0.17018182E+02           0.19638949E+02           0.33857480E+01           0.20598973E+02           0.31133649E+01          -0.60168870E-03           0.80271820E-01
           0.17100000E+02           0.19635463E+02           0.34018144E+01           0.20598473E+02           0.31337920E+01          -0.60168870E-03           0.80271820E-01
           0.17181818E+02           0.19631961E+02           0.34178778E+01           0.20597828E+02           0.31542527E+01          -0.60168870E-03           0.80271820E-01
           0.17263636E+02           0.19628443E+02           0.34339383E+01           0.20597039E+02           0.31747463E+01          -0.60168870E-03           0.80271820E-01
           0.17345455E+02           0.19624908E+02           0.34499958E+01           0.20596107E+02           0.31952719E+01          -0.60168870E-03           0.80271820E-01
           0.17427273E+02           0.19621358E+02           0.34660502E+01           0.20595031E+02           0.32158289E+01          -0.60168870E-03           0.80271820E-01
           0.17509091E+02           0.19617790E+02           0.34821017E+01           0.20593811E+02           0.32364164E+01          -0.60168870E-03           0.80271820E-01
