    x             ground state                1st excited            2nd excited   
  -13.583959899749374        2.7684343321322971E-016   1.7786604765061790E-011   1.1608751038196278E-002
  -13.483709273182958        3.6809398214070897E-016   2.1738743644784611E-011   1.1950487522027339E-002
  -13.383458646616543        4.8942167533031220E-016   2.6569034042276432E-011   1.2296344578544820E-002
  -13.283208020050125        6.5074023172324905E-016   3.2472598182627319E-011   1.2646274464362128E-002
  -13.182957393483710        8.6523114339843650E-016   3.9687913754021823E-011   1.3000228873864914E-002
  -13.082706766917294        1.1504204844248411E-015   4.8506447365336997E-011   1.3358158945877914E-002
  -12.982456140350877        1.5296113099211981E-015   5.9284428474345518E-011   1.3720015270410731E-002
  -12.882205513784461        2.0337873922507542E-015   7.2457239543666322E-011   1.4085747895478961E-002
  -12.781954887218046        2.7041453288813822E-015   8.8557003451257434E-011   1.4455306333999310E-002
  -12.681704260651630        3.5954603799406589E-015   1.0823407891213047E-010   1.4828639570758705E-002
  -12.581453634085214        4.7805621506471911E-015   1.3228333214428531E-010   1.5205696069457229E-002
  -12.481203007518797        6.3562863070755945E-015   1.6167624586827334E-010   1.5586423779822375E-002
  -12.380952380952381        8.4513856622593097E-015   1.9760016283559381E-010   1.5970770144792954E-002
  -12.280701754385966        1.1237052022930988E-014   2.4150624930363616E-010   1.6358682107776447E-002
  -12.180451127819548        1.4940903524360043E-014   2.9516811555049098E-010   1.6750106119972057E-002
  -12.080200501253133        1.9865583947215295E-014   3.6075346193915318E-010   1.7144988147761952E-002
  -11.979949874686717        2.6413491411997133E-014   4.4091164434397228E-010   1.7543273680171015E-002
  -11.879699248120302        3.5119658367728361E-014   5.3888069621622371E-010   1.7944907736392398E-002
  -11.779448621553886        4.6695470113000785E-014   6.5861813092315568E-010   1.8349834873376838E-002
  -11.679197994987469        6.2086792724323349E-014   8.0496080740641703E-010   1.8757999193485309E-002
  -11.578947368421053        8.2551258613206434E-014   9.8382031786234775E-010   1.9169344352205870E-002
  -11.478696741854638        1.0976102949643729E-013   1.2024217898947216E-009   1.9583813565933073E-002
  -11.378446115288220        1.4593942909525151E-013   1.4695957491184586E-009   2.0001349619803977E-002
  -11.278195488721805        1.9404261397015960E-013   1.7961348334464942E-009   2.0421894875599075E-002
  -11.177944862155389        2.5800111793954132E-013   2.1952297671701776E-009   2.0845391279696177E-002
  -11.077694235588973        3.4304102449562557E-013   2.6830022079340462E-009   2.1271780371086568E-002
  -10.977443609022558        4.5611098685305896E-013   3.2791559896208136E-009   2.1701003289443865E-002
  -10.877192982456140        6.0645000682148730E-013   4.0077730693141502E-009   2.2133000783250124E-002
  -10.776942355889725        8.0634236365731688E-013   4.8982863314201434E-009   2.2567713217974111E-002
  -10.676691729323309        1.0721213646981263E-012   5.9866685450780234E-009   2.3005080584304487E-002
  -10.576441102756892        1.4255039430238180E-012   7.3168855033170788E-009   2.3445042506433828E-002
  -10.476190476190476        1.8953651677876384E-012   8.9426720457773273E-009   2.3887538250391499E-002
  -10.375939849624061        2.5200976368751971E-012   1.0929702706787540E-008   2.4332506732429742E-002
  -10.275689223057645        3.3507485639127417E-012   1.3358244673952837E-008   2.4779886527454782E-002
  -10.175438596491230        4.4551908443733497E-012   1.6326400224391881E-008   2.5229615877505610E-002
  -10.075187969924812        5.9236690214954997E-012   1.9954069620912503E-008   2.5681632700280538E-002
  -9.9749373433583965        7.8761731875062048E-012   2.4387794547686058E-008   2.6135874597707161E-002
  -9.8746867167919810        1.0472243443200515E-011   2.9806677741382332E-008   2.6592278864553818E-002
  -9.7744360902255636        1.3924006011067676E-011   3.6429617945144631E-008   2.7050782497089237E-002
  -9.6741854636591480        1.8513506140760349E-011   4.4524152440814757E-008   2.7511322201776944E-002
  -9.5739348370927324        2.4615754210370418E-011   5.4417264364372889E-008   2.7973834404013506E-002
  -9.4736842105263168        3.2729367999078446E-011   6.6508591369159910E-008   2.8438255256905055E-002
  -9.3734335839599012        4.3517314998933787E-011   8.1286569205555193E-008   2.8904520650080295E-002
  -9.2731829573934839        5.7861083796805532E-011   9.9348162348946845E-008   2.9372566218541080E-002
  -9.1729323308270683        7.6932710983560012E-011   1.2142297870660186E-007   2.9842327351546585E-002
  -9.0726817042606527        1.0229054885016540E-010   1.4840274252674062E-007   3.0313739201534233E-002
  -8.9724310776942353        1.3600659920229933E-010   1.8137731608666701E-007   3.0786736693069500E-002
  -8.8721804511278197        1.8083581749089424E-010   2.2167872527291922E-007   3.1261254531830610E-002
  -8.7719298245614041        2.4044122180067345E-010   2.7093496749152620E-007   3.1737227213620677E-002
  -8.6716791979949885        3.1969319989070188E-010   3.3113577551830932E-007   3.2214589033411657E-002
  -8.5714285714285730        4.2506747087211152E-010   4.0471299383049503E-007   3.2693274094413152E-002
  -8.4711779448621556        5.6517421974574598E-010   4.9463881429794318E-007   3.3173216317170615E-002
  -8.3709273182957400        7.5146163973824063E-010   6.0454583949164687E-007   3.3654349448685138E-002
  -8.2706766917293244        9.9915137015315467E-010   7.3887382364737145E-007   3.4136607071560410E-002
  -8.1704260651629070        1.3284822639237613E-009   9.0304901896124191E-007   3.4619922613172517E-002
  -8.0701754385964914        1.7663641148138878E-009   1.1037033720006999E-006   3.5104229354856985E-002
  -7.9699248120300759        2.3485764702303280E-009   1.3489424248115584E-006   3.5589460441120963E-002
  -7.8696741854636603        3.1226921961391278E-009   1.6486727427098056E-006   3.6075548888871406E-002
  -7.7694235588972447        4.1519646794379130E-009   2.0150020953870012E-006   3.6562427596663005E-002
  -7.6691729323308273        5.5204962950099934E-009   2.4627285568705508E-006   3.7050029353958097E-002
  -7.5689223057644117        7.3401104527670725E-009   3.0099382817984493E-006   3.7538286850407852E-002
  -7.4686716791979961        9.7594887454176206E-009   3.6787361055121449E-006   3.8027132685141837E-002
  -7.3684210526315788        1.2976319795550261E-008   4.4961384809187824E-006   3.8516499376073189E-002
  -7.2681704260651632        1.7253452494254386E-008   5.4951648228596012E-006   3.9006319369213373E-002
  -7.1679197994987476        2.2940373516005108E-008   6.7161713453674047E-006   3.9496525047997152E-002
  -7.0676691729323320        3.0501764051390344E-008   8.2084812729642878E-006   3.9987048742615633E-002
  -6.9674185463659164        4.0555469142545503E-008   1.0032377279220465E-005   4.0477822739357440E-002
  -6.8671679197994990        5.3922982113159929E-008   1.2261536638210646E-005   4.0968779289952240E-002
  -6.7669172932330834        7.1696569204235772E-008   1.4986007458205399E-005   4.1459850620921015E-002
  -6.6666666666666679        9.5328519199776554E-008   1.8315846224135473E-005   4.1950968942926319E-002
  -6.5664160401002505        1.2674981067548799E-007   2.2385563589291918E-005   4.2442066460116619E-002
  -6.4661654135338349        1.6852789323786326E-007   2.7359558006543170E-005   4.2933075379474210E-002
  -6.3659147869674193        2.2407647512619237E-007   3.3438756693445778E-005   4.3423927920141298E-002
  -6.2656641604010037        2.9793445903711444E-007   4.0868732196739473E-005   4.3914556322732785E-002
  -6.1654135338345881        3.9613681815752981E-007   4.9949622429148776E-005   4.4404892858613917E-002
  -6.0651629072681708        5.2670771686425081E-007   6.1048254903699103E-005   4.4894869839122040E-002
  -5.9649122807017552        7.0031616925588208E-007   7.4612964930445899E-005   4.5384419624697005E-002
  -5.8646616541353396        9.3114780965183724E-007   9.1191706364524735E-005   4.5873474633863098E-002
  -5.7644110275689222        1.2380640079042278E-006   1.1145418649788145E-004   4.6361967351968125E-002
  -5.6641604010025066        1.6461430413851507E-006   1.3621891924465106E-004   4.6849830339517382E-002
  -5.5639097744360910        2.1887292534854109E-006   1.6648628944507181E-004   4.7336996239836039E-002
  -5.4636591478696754        2.9101576363443377E-006   2.0347896393215292E-004   4.7823397785630259E-002
  -5.3634085213032598        3.8693764645017526E-006   2.4869128177556235E-004   4.8308967803705964E-002
  -5.2631578947368425        5.1447639861152912E-006   3.0394961882353308E-004   4.8793639216632052E-002
  -5.1629072681704269        6.8405327446231699E-006   3.7148616494904946E-004   4.9277345039324315E-002
  -5.0626566416040113        9.0952448282380783E-006   4.5402909416964739E-004   4.9760018367170762E-002
  -4.9624060150375939        1.2093133826065322E-005   5.5491276990212324E-004   5.0241592350092512E-002
  -4.8621553884711783        1.6079158599128388E-005   6.7821243673105841E-004   5.0722000143181338E-002
  -4.7619047619047628        2.1379018886019074E-005   8.2890883878632409E-004   5.1201174818349314E-002
  -4.6616541353383472        2.8425768158803994E-005   1.0130894128603624E-003   5.1679049211089442E-002
  -4.5614035087719316        3.7795198127009475E-005   1.2381941801007388E-003   5.2155555659217909E-002
  -4.4611528822055142        5.0252885840594914E-005   1.5133162622078379E-003   5.2630625561831276E-002
  -4.3609022556390986        6.6816746900523856E-005   1.8495691475339136E-003   5.3104188639044404E-002
  -4.2606516290726830        8.8840204420204393E-005   2.2605355145068166E-003   5.3576171693794465E-002
  -4.1604010025062657        1.1812276597869024E-004   2.7628156853666294E-003   5.4046496545107153E-002
  -4.0601503759398501        1.5705703610251998E-004   3.3766977493378692E-003   5.4515076582863517E-002
  -3.9598997493734345        2.0882415970396658E-004   4.1269761912794863E-003   5.4981811029404547E-002
  -3.8596491228070171        2.7765362886793444E-004   5.0439516228028437E-003   5.5446575387028574E-002
  -3.7593984962406033        3.6916859987819466E-004   6.1646510485168686E-003   5.5909205543049408E-002
  -3.6591478696741859        4.9084475645814649E-004   7.5343160405643627E-003   5.6369471331103746E-002
  -3.5588972431077721        6.5261981814531583E-004   9.2082150651212231E-003   5.6827032571773850E-002
  -3.4586466165413547        8.6770263060358479E-004   1.1253845365868343E-002   5.7281366017070852E-002
  -3.3583959899749374        1.1536460495503865E-003   1.3753597627249318E-002   5.7731644022793870E-002
  -3.2581453634085236        1.5337671230539482E-003   1.6807959413070662E-002   5.8176533258650250E-002
  -3.1578947368421062        2.0390215119784594E-003   2.0539323199444542E-002   5.8613861293082020E-002
  -3.0576441102756888        2.7104654315190098E-003   2.5096425405065067E-002   5.9040065753629141E-002
  -2.9573934837092750        3.6024630325422681E-003   3.0659341506370640E-002   5.9449288107160110E-002
  -2.8571428571428577        4.7868077374741344E-003   3.7444735504854006E-002   5.9831893089329825E-002
  -2.7568922305764403        6.3578937788897859E-003   4.5710590683877741E-002   6.0172077430805403E-002
  -2.6566416040100265        8.4389374887497183E-003   5.5758724443442209E-002   6.0444081337771460E-002
  -2.5563909774436091        1.1188887178537948E-002   6.7931692607141603E-002   6.0606379245874475E-002
  -2.4561403508771953        1.4808875370314428E-002   8.2597862382006393E-002   6.0593264720515502E-002
  -2.3558897243107779        1.9545615452083526E-002  0.10011452050748723        6.0303870214536613E-002
  -2.2556390977443606        2.5687014052274661E-002  0.12075559591313677        5.9590655745110147E-002
  -2.1553884711779467        3.3543440490283148E-002  0.14459352148969420        5.8253577672724530E-002
  -2.0551378446115294        4.3409526851403209E-002  0.17134376034291229        5.6051623371827855E-002
  -1.9548872180451156        5.5509895734836008E-002  0.20021939914854120        5.2744561541700860E-002
  -1.8546365914786982        6.9946042146448117E-002  0.22987731972311959        4.8165778676721428E-002
  -1.7543859649122808        8.6667849692228752E-002  0.25851735919562613        4.2303459115518242E-002
  -1.6541353383458670       0.10548074105983822       0.28411517177121909        3.5353475702005796E-002
  -1.5538847117794496       0.12607868587150883       0.30470117734567442        2.7720382591980865E-002
  -1.4536340852130323       0.14808422868393761       0.31860087826682726        1.9969420087498579E-002
  -1.3533834586466185       0.17108227166773163       0.32459893335635776        1.2748819369351015E-002
  -1.2531328320802011       0.19464361979558198       0.32202840557495266        6.7028291008726917E-003
  -1.1528822055137837       0.21833982168355562       0.31080096368647669        2.3901966381929996E-003
  -1.0526315789473699       0.24175232216114861       0.29139316166902146        2.1722213619913516E-004
 -0.95238095238095255       0.26447847756258541       0.26479934717626485        3.9075126202536885E-004
 -0.85213032581453874       0.28613607692963100       0.23245821014170137        2.8940036560689600E-003
 -0.75187969924812137       0.30636725554667932       0.19615833899764687        7.4861624534347023E-003
 -0.65162907268170400       0.32484219256838509       0.15792786664690689        1.3724780801334565E-002
 -0.55137844611529019       0.34126270235631895       0.11991366589428001        2.1008236063055439E-002
 -0.45112781954887282       0.35536568621179432        8.4256084997273342E-002   2.8633795916137999E-002
 -0.35087719298245901       0.36692635005750318        5.2965591390100160E-002   3.5865522111827419E-002
 -0.25062656641604164       0.37576107693985888        2.7807755903898664E-002   4.2005383750784685E-002
 -0.15037593984962427       0.38172984887437905        1.0202697447413565E-002   4.6460691236306646E-002
  -5.0125313283210460E-002  0.38473812824370807        1.1444169449452684E-003   4.8801339330734959E-002
   5.0125313283206907E-002  0.38473812824370696        1.1444169449473694E-003   4.8801339330730241E-002
  0.15037593984962427       0.38172984887437522        1.0202697447419536E-002   4.6460691236292512E-002
  0.25062656641603809       0.37576107693985411        2.7807755903907921E-002   4.2005383750763299E-002
  0.35087719298245545       0.36692635005749458        5.2965591390112143E-002   3.5865522111800677E-002
  0.45112781954887282       0.35536568621178294        8.4256084997288164E-002   2.8633795916108845E-002
  0.55137844611528664       0.34126270235630546       0.11991366589429597        2.1008236063026858E-002
  0.65162907268170400       0.32484219256836766       0.15792786664692179        1.3724780801308881E-002
  0.75187969924811782       0.30636725554665972       0.19615833899765961        7.4861624534142612E-003
  0.85213032581453518       0.28613607692961085       0.23245821014171261        2.8940036560560147E-003
  0.95238095238095255       0.26447847756256337       0.26479934717627218        3.9075126202057521E-004
   1.0526315789473664       0.24175232216112783       0.29139316166902357        2.1722213620265949E-004
   1.1528822055137837       0.21833982168353494       0.31080096368647259        2.3901966382042414E-003
   1.2531328320801975       0.19464361979556674       0.32202840557494739        6.7028291008905186E-003
   1.3533834586466149       0.17108227166771800       0.32459893335634521        1.2748819369373434E-002
   1.4536340852130323       0.14808422868392787       0.31860087826680761        1.9969420087524215E-002
   1.5538847117794461       0.12607868587150323       0.30470117734565211        2.7720382592007271E-002
   1.6541353383458635       0.10548074105983508       0.28411517177119439        3.5353475702031650E-002
   1.7543859649122808        8.6667849692228391E-002  0.25851735919560020        4.2303459115541321E-002
   1.8546365914786946        6.9946042146449325E-002  0.22987731972309117        4.8165778676739927E-002
   1.9548872180451120        5.5509895734839908E-002  0.20021939914851347        5.2744561541714030E-002
   2.0551378446115294        4.3409526851408996E-002  0.17134376034288584        5.6051623371834204E-002
   2.1553884711779432        3.3543440490289594E-002  0.14459352148967072        5.8253577672722920E-002
   2.2556390977443606        2.5687014052281795E-002  0.12075559591311455        5.9590655745100266E-002
   2.3558897243107744        1.9545615452090923E-002  0.10011452050746725        6.0303870214518412E-002
   2.4561403508771917        1.4808875370321443E-002   8.2597862381988393E-002   6.0593264720489405E-002
   2.5563909774436091        1.1188887178543844E-002   6.7931692607123922E-002   6.0606379245840065E-002
   2.6566416040100229        8.4389374887549190E-003   5.5758724443426069E-002   6.0444081337730410E-002
   2.7568922305764403        6.3578937788942389E-003   4.5710590683862989E-002   6.0172077430759106E-002
   2.8571428571428541        4.7868077374776125E-003   3.7444735504839857E-002   5.9831893089278596E-002
   2.9573934837092715        3.6024630325452167E-003   3.0659341506357199E-002   5.9449288107104765E-002
   3.0576441102756888        2.7104654315214015E-003   2.5096425405052757E-002   5.9040065753570521E-002
   3.1578947368421026        2.0390215119804301E-003   2.0539323199432646E-002   5.8613861293020937E-002
   3.2581453634085200        1.5337671230555858E-003   1.6807959413059105E-002   5.8176533258586946E-002
   3.3583959899749374        1.1536460495518164E-003   1.3753597627238663E-002   5.7731644022728117E-002
   3.4586466165413512        8.6770263060470597E-004   1.1253845365858378E-002   5.7281366017002962E-002
   3.5588972431077686        6.5261981814614318E-004   9.2082150651117394E-003   5.6827032571703871E-002
   3.6591478696741859        4.9084475645870193E-004   7.5343160405556319E-003   5.6369471331033164E-002
   3.7593984962405997        3.6916859987853515E-004   6.1646510485090303E-003   5.5909205542978617E-002
   3.8596491228070171        2.7765362886813827E-004   5.0439516227959655E-003   5.5446575386957936E-002
   3.9598997493734309        2.0882415970400453E-004   4.1269761912730652E-003   5.4981811029333923E-002
   4.0601503759398483        1.5705703610244197E-004   3.3766977493319898E-003   5.4515076582795162E-002
   4.1604010025062657        1.1812276597851380E-004   2.7628156853614426E-003   5.4046496545040651E-002
   4.2606516290726795        8.8840204420006486E-005   2.2605355145023823E-003   5.3576171693729926E-002
   4.3609022556390968        6.6816746900303438E-005   1.8495691475300174E-003   5.3104188638982135E-002
   4.4611528822055107        5.0252885840355340E-005   1.5133162622046220E-003   5.2630625561773739E-002
   4.5614035087719280        3.7795198126786285E-005   1.2381941800982037E-003   5.2155555659165312E-002
   4.6616541353383454        2.8425768158589478E-005   1.0130894128585395E-003   5.1679049211041508E-002
   4.7619047619047592        2.1379018885812391E-005   8.2890883878494097E-004   5.1201174818307049E-002
   4.8621553884711766        1.6079158598945967E-005   6.7821243672999264E-004   5.0722000143145624E-002
   4.9624060150375939        1.2093133825895011E-005   5.5491276990136376E-004   5.0241592350063605E-002
   5.0626566416040077        9.0952448280930306E-006   4.5402909416907282E-004   4.9760018367148350E-002
   5.1629072681704251        6.8405327444964564E-006   3.7148616494852291E-004   4.9277345039308716E-002
   5.2631578947368425        5.1447639860108402E-006   3.0394961882306731E-004   4.8793639216624572E-002
   5.3634085213032563        3.8693764644165250E-006   2.4869128177512455E-004   4.8308967803706429E-002
   5.4636591478696737        2.9101576362747713E-006   2.0347896393174513E-004   4.7823397785638454E-002
   5.5639097744360875        2.1887292534287795E-006   1.6648628944473216E-004   4.7336996239851332E-002
   5.6641604010025048        1.6461430413351495E-006   1.3621891924438831E-004   4.6849830339540807E-002
   5.7644110275689222        1.2380640078581367E-006   1.1145418649767681E-004   4.6361967352000023E-002
   5.8646616541353360        9.3114780960929575E-007   9.1191706364390253E-005   4.5873474633902261E-002
   5.9649122807017534        7.0031616921888823E-007   7.4612964930390537E-005   4.5384419624744543E-002
   6.0651629072681672        5.2670771683103399E-007   6.1048254903671917E-005   4.4894869839177988E-002
   6.1654135338345846        3.9613681812613067E-007   4.9949622429162484E-005   4.4404892858677845E-002
   6.2656641604010019        2.9793445901270449E-007   4.0868732196775238E-005   4.3914556322804589E-002
   6.3659147869674158        2.2407647510736331E-007   3.3438756693478114E-005   4.3423927920220630E-002
   6.4661654135338331        1.6852789322418182E-007   2.7359558006573196E-005   4.2933075379562216E-002
   6.5664160401002505        1.2674981066657159E-007   2.2385563589316309E-005   4.2442066460211883E-002
   6.6666666666666643        9.5328519194916808E-008   1.8315846224150597E-005   4.1950968943028473E-002
   6.7669172932330817        7.1696569203096923E-008   1.4986007458224432E-005   4.1459850621030254E-002
   6.8671679197994990        5.3922982113997493E-008   1.2261536638219400E-005   4.0968779290067835E-002
   6.9674185463659128        4.0555469144608987E-008   1.0032377279231888E-005   4.0477822739478884E-002
   7.0676691729323302        3.0501764054598687E-008   8.2084812729776404E-006   3.9987048742742733E-002
   7.1679197994987440        2.2940373519723497E-008   6.7161713453798865E-006   3.9496525048129207E-002
   7.2681704260651614        1.7253452498139399E-008   5.4951648228758939E-006   3.9006319369350645E-002
   7.3684210526315788        1.2976319799266965E-008   4.4961384809355037E-006   3.8516499376215908E-002
   7.4686716791979926        9.7594887491521558E-009   3.6787361055256983E-006   3.8027132685288664E-002
   7.5689223057644099        7.3401104565782989E-009   3.0099382818083096E-006   3.7538286850558253E-002
   7.6691729323308238        5.5204962984302728E-009   2.4627285568782893E-006   3.7050029354112786E-002
   7.7694235588972411        4.1519646823894208E-009   2.0150020953903385E-006   3.6562427596820726E-002
   7.8696741854636585        3.1226921986881374E-009   1.6486727427116411E-006   3.6075548889031944E-002
   7.9699248120300723        2.3485764724444142E-009   1.3489424248124364E-006   3.5589460441282528E-002
   8.0701754385964897        1.7663641165668727E-009   1.1037033720012990E-006   3.5104229355020597E-002
   8.1704260651629070        1.3284822651240217E-009   9.0304901896055327E-007   3.4619922613337691E-002
   8.2706766917293209        9.9915137103250391E-010   7.3887382364652367E-007   3.4136607071726478E-002
   8.3709273182957382        7.5146164030342812E-010   6.0454583948860105E-007   3.3654349448851040E-002
   8.4711779448621556        5.6517422002040066E-010   4.9463881429506845E-007   3.3173216317337210E-002
   8.5714285714285694        4.2506747083025314E-010   4.0471299382709298E-007   3.2693274094580636E-002
   8.6716791979949868        3.1969319967257771E-010   3.3113577551391835E-007   3.2214589033579009E-002
   8.7719298245614006        2.4044122147485135E-010   2.7093496748778676E-007   3.1737227213787918E-002
   8.8721804511278179        1.8083581706780981E-010   2.2167872527119056E-007   3.1261254531997885E-002
   8.9724310776942353        1.3600659870890210E-010   1.8137731608824729E-007   3.0786736693236706E-002
   9.0726817042606491        1.0229054834928120E-010   1.4840274253019141E-007   3.0313739201701488E-002
   9.1729323308270665        7.6932710481558303E-011   1.2142297871055401E-007   2.9842327351714160E-002
   9.2731829573934803        5.7861083317921853E-011   9.9348162353963425E-008   2.9372566218708658E-002
   9.3734335839598977        4.3517314541857962E-011   8.1286569211074036E-008   2.8904520650249180E-002
   9.4736842105263150        3.2729367593158431E-011   6.6508591375300211E-008   2.8438255257075114E-002
   9.5739348370927289        2.4615753855083517E-011   5.4417264369458118E-008   2.7973834404185008E-002
   9.6741854636591462        1.8513505862582052E-011   4.4524152444674957E-008   2.7511322201949930E-002
   9.7744360902255636        1.3924005794157471E-011   3.6429617948489114E-008   2.7050782497263656E-002
   9.8746867167919774        1.0472243277443860E-011   2.9806677744584203E-008   2.6592278864729150E-002
   9.9749373433583948        7.8761730704971920E-012   2.4387794550065711E-008   2.6135874597882636E-002
   10.075187969924812        5.9236689459182544E-012   1.9954069622647054E-008   2.5681632700456581E-002
   10.175438596491226        4.4551908062250521E-012   1.6326400225423769E-008   2.5229615877681244E-002
   10.275689223057643        3.3507485477974450E-012   1.3358244674449016E-008   2.4779886527630274E-002
   10.375939849624057        2.5200976411101252E-012   1.0929702706894541E-008   2.4332506732604977E-002
   10.476190476190474        1.8953651855244519E-012   8.9426720454171993E-009   2.3887538250566474E-002
   10.576441102756892        1.4255039724270119E-012   7.3168855024819341E-009   2.3445042506608345E-002
