    x             ground state                1st excited            2nd excited   
  -16.290726817042607        4.2806347207920816E-003   1.5649284290638867E-002   3.0193231022225330E-002
  -16.190476190476190        4.5017547637470554E-003   1.6377628743475658E-002   3.1329201653381357E-002
  -16.090225563909776        4.7278766371261450E-003   1.7114317612674797E-002   3.2450914400246653E-002
  -15.989974937343359        4.9589448266538138E-003   1.7858627496495753E-002   3.3555891183598668E-002
  -15.889724310776943        5.1949026037036222E-003   1.8609827509638424E-002   3.4641690897176516E-002
  -15.789473684210527        5.4356920392257839E-003   1.9367180000945932E-002   3.5705914800555287E-002
  -15.689223057644110        5.6812540179700700E-003   2.0129941277750581E-002   3.6746211818425072E-002
  -15.588972431077694        5.9315282529977609E-003   2.0897362336153937E-002   3.7760283734568890E-002
  -15.488721804511279        6.1864533004831459E-003   2.1668689596521101E-002   3.8745890269063013E-002
  -15.388471177944862        6.4459665747981006E-003   2.2443165643467624E-002   3.9700854027488047E-002
  -15.288220551378446        6.7100043638774814E-003   2.3220029969616373E-002   4.0623065311210911E-002
  -15.187969924812030        6.9785018448602753E-003   2.3998519722386341E-002   4.1510486778115314E-002
  -15.087719298245615        7.2513931000047285E-003   2.4777870453085878E-002   4.2361157943482108E-002
  -14.987468671679199        7.5286111328708950E-003   2.5557316867574034E-002   4.3173199511077266E-002
  -14.887218045112782        7.8100878847692954E-003   2.6336093577753229E-002   4.3944817524878957E-002
  -14.786967418546366        8.0957542514687713E-003   2.7113435853150021E-002   4.4674307332270999E-002
  -14.686716791979951        8.3855401001635809E-003   2.7888580371855008E-002   4.5360057349949141E-002
  -14.586466165413533        8.6793742866893581E-003   2.8660765970074470E-002   4.6000552624217921E-002
  -14.486215538847118        8.9771846729910405E-003   2.9429234389567994E-002   4.6594378177815088E-002
  -14.385964912280702        9.2788981448330577E-003   3.0193231022230829E-002   4.7140222135867584E-002
  -14.285714285714286        9.5844406297482480E-003   3.0952005651089562E-002   4.7636878624077325E-002
  -14.185463659147871        9.8937371152238614E-003   3.1704813186988923E-002   4.8083250432728243E-002
  -14.085213032581454        1.0206711667118113E-002   3.2450914400242545E-002   4.8478351440633949E-002
  -13.984962406015038        1.0523287448301125E-002   3.3189576646530251E-002   4.8821308793668583E-002
  -13.884711779448622        1.0843386737519889E-002   3.3920074586326912E-002   4.9111364833069569E-002
  -13.784461152882205        1.1166930948479259E-002   3.4641690897160050E-002   4.9347878769253881E-002
  -13.684210526315789        1.1493840649135072E-002   3.5353716977995359E-002   4.9530328097441685E-002
  -13.583959899749374        1.1824035581194841E-002   3.6055453645055580E-002   4.9658309751971823E-002
  -13.483709273182958        1.2157434679822615E-002   3.6746211818394575E-002   4.9731540996752338E-002
  -13.383458646616543        1.2493956093540166E-002   3.7425313198549685E-002   4.9749860049877345E-002
  -13.283208020050125        1.2833517204321949E-002   3.8092090932604537E-002   4.9713226441034375E-002
  -13.182957393483710        1.3176034647878955E-002   3.8745890269018049E-002   4.9621721100911967E-002
  -13.082706766917294        1.3521424334124212E-002   3.9386069200562333E-002   4.9475546182408341E-002
  -12.982456140350877        1.3869601467818467E-002   4.0011999094755106E-002   4.9275024614035462E-002
  -12.882205513784461        1.4220480569387215E-002   4.0623065311151361E-002   4.9020599386508566E-002
  -12.781954887218046        1.4573975495906577E-002   4.1218667804896858E-002   4.8712832574095546E-002
  -12.681704260651630        1.4929999462252104E-002   4.1798221715953515E-002   4.8352404092884965E-002
  -12.581453634085214        1.5288465062404543E-002   4.2361157943408542E-002   4.7940110198721617E-002
  -12.481203007518797        1.5649284290909071E-002   4.2906923704311685E-002   4.7476861728123071E-002
  -12.380952380952381        1.6012368564481495E-002   4.3434983076487826E-002   4.6963682086069318E-002
  -12.280701754385966        1.6377628743754660E-002   4.3944817524791853E-002   4.6401704985100413E-002
  -12.180451127819548        1.6744975155163766E-002   4.4435926410295749E-002   4.5792171940731867E-002
  -12.080200501253133        1.7114317612962004E-002   4.4907827481891295E-002   4.5136429528704350E-002
  -11.979949874686717        1.7485565441360585E-002   4.5360057349848826E-002   4.4435926410139437E-002
  -11.879699248120302        1.7858627496791221E-002   4.5792171940846227E-002   4.3692210131171541E-002
  -11.779448621553886        1.8233412190281538E-002   4.6203746934033334E-002   4.2906923704116889E-002
  -11.679197994987469        1.8609827509941747E-002   4.6594378177700645E-002   4.2081801977745623E-002
  -11.578947368421053        1.8987781043553333E-002   4.6963682086139019E-002   4.1218667804665772E-002
  -11.478696741854638        1.9367180001256784E-002   4.7311296016310470E-002   4.0319428014293265E-002
  -11.378446115288220        1.9747931238332544E-002   4.7636878623947526E-002   3.9386069200296976E-002
  -11.278195488721805        2.0129941278068577E-002   4.7940110198743960E-002   3.8420653331832096E-002
  -11.177944862155389        2.0513116334709102E-002   4.8220692978295135E-002   3.7425313198253464E-002
  -11.077694235588973        2.0897362336479396E-002   4.8478351440490675E-002   3.6402247697373005E-002
  -10.977443609022558        2.1282584948681117E-002   4.8712832574070317E-002   3.5353716977672568E-002
  -10.877192982456140        2.1668689596853155E-002   4.8923906127068754E-002   3.4282037445201079E-002
  -10.776942355889725        2.2055581489988665E-002   4.9111364832914860E-002   3.3189576646186200E-002
  -10.676691729323309        2.2443165643807012E-002   4.9275024613960577E-002   3.2078748036672176E-002
  -10.576441102756892        2.2831346904074117E-002   4.9414724762239362E-002   3.0952005650729475E-002
  -10.476190476190476        2.3220029969962308E-002   4.9530328097274437E-002   2.9811838679021069E-002
  -10.375939849624061        2.3609119417447918E-002   4.9621721100785408E-002   2.8660765969702674E-002
  -10.275689223057645        2.3998519722738292E-002   4.9688814028158730E-002   2.7501330463803153E-002
  -10.175438596491230        2.4388135285722427E-002   4.9731540996573648E-002   2.6336093577375753E-002
  -10.075187969924812        2.4777870453443193E-002   4.9749860049697787E-002   2.5167629542839933E-002
  -9.9749373433583965        2.5167629543579543E-002   4.9743753198885819E-002   2.3998519722006586E-002
  -9.8746867167919810        2.5557316867937201E-002   4.9713226440843569E-002   2.2831346903352836E-002
  -9.7744360902255636        2.5946836755940943E-002   4.9658309751740008E-002   2.1668689596144475E-002
  -9.6741854636591480        2.6336093578122093E-002   4.9579057057771402E-002   2.0513116334014394E-002
  -9.5739348370927324        2.6724991769596165E-002   4.9475546182207619E-002   1.9367180000577886E-002
  -9.4736842105263168        2.7113435853524673E-002   4.9347878768972897E-002   1.8233412189619987E-002
  -9.3734335839599012        2.7501330464555572E-002   4.9196180182834413E-002   1.7114317612319688E-002
  -9.2731829573934839        2.7888580372235100E-002   4.9020599386300295E-002   1.6012368563859909E-002
  -9.1729323308270683        2.8275090504388700E-002   4.8821308793342420E-002   1.4929999461652629E-002
  -9.0726817042606527        2.8660765970460612E-002   4.8598504100090714E-002   1.3869601467242074E-002
  -8.9724310776942353        2.9045512084810661E-002   4.8352404092671088E-002   1.2833517203769242E-002
  -8.8721804511278197        2.9429234389960379E-002   4.8083250432361377E-002   1.1824035580666548E-002
  -8.7719298245614041        2.9811838679782470E-002   4.7791307418290359E-002   1.0843386737017185E-002
  -8.6716791979949885        3.0193231022629264E-002   4.7476861727905252E-002   9.8937371147477509E-003
  -8.5714285714285730        3.0573317784392224E-002   4.7140222135464087E-002   8.9771846725424150E-003
  -8.4711779448621556        3.0952005651492955E-002   4.6781719208832825E-002   8.0957542510480419E-003
  -8.3709273182957400        3.1329201653788219E-002   4.6401704984878674E-002   7.2513930996118015E-003
  -8.2706766917293244        3.1704813187396874E-002   4.6000552623780583E-002   6.4459665744337046E-003
  -8.1704260651629070        3.2078748037435489E-002   4.5578656042601667E-002   5.6812540176342198E-003
  -8.0701754385964914        3.2450914400655159E-002   4.5136429528477982E-002   4.9589448263463957E-003
  -7.9699248120300759        3.2821220907981515E-002   4.4674307331800833E-002   4.2806347205126679E-003
  -7.8696741854636603        3.3189576646945808E-002   4.4192743239799194E-002   3.6478222176322818E-003
  -7.7694235588972447        3.3555891184005884E-002   4.3692210130940309E-002   3.0619053222479499E-003
  -7.6691729323308273        3.3920074586745112E-002   4.3173199510575362E-002   2.5241784374844724E-003
  -7.5689223057644117        3.4282037445954074E-002   4.2636221028302834E-002   2.0358295054642254E-003
  -7.4686716791979961        3.4641690897580270E-002   4.2081801977508743E-002   1.5979373829138393E-003
  -7.3684210526315788        3.4998946644543900E-002   4.1510486777585474E-002   1.2114694577619778E-003
  -7.2681704260651632        3.5353716978416848E-002   4.0922836439329764E-002   8.7727951199378072E-004
  -7.1679197994987476        3.5705914800953857E-002   4.0319428014052500E-002   5.9610583548217291E-004
  -7.0676691729323320        3.6055453645477874E-002   3.9700854026933907E-002   3.6856959496331084E-004
  -6.9674185463659164        3.6402247698104795E-002   3.9067721895184884E-002   1.9517346175993247E-004
  -6.8671679197994990        3.6746211818816682E-002   3.8420653331587902E-002   7.6300501283596946E-005
  -6.7669172932330834        3.7087261562358129E-002   3.7760283733994197E-002   1.2213326769692720E-005
  -6.6666666666666679        3.7425313198970675E-002   3.7087261561388939E-002   3.0535191140903625E-006
  -6.5664160401002505        3.7760283734951397E-002   3.6402247697125752E-002   4.8841314093820738E-005
  -6.4661654135338349        3.8092090933024542E-002   3.5705914799965280E-002   1.4947555766233047E-004
  -6.3659147869674193        3.8420653332532473E-002   3.4998946643547767E-002   3.0473392941820539E-004
  -6.2656641604010037        3.8745890269435951E-002   3.4282037444952042E-002   5.1427343375374331E-004
  -6.1654135338345881        3.9067721896116028E-002   3.3555891182998981E-002   7.7763115759815814E-004
  -6.0651629072681708        3.9386069200978320E-002   3.2821220906970976E-002   1.0942252930816754E-003
  -5.9649122807017552        3.9700854027850306E-002   3.2078748036423438E-002   1.4633564228610351E-003
  -5.8646616541353396        4.0011999095168255E-002   3.1329201652776181E-002   1.8842090652668327E-003
  -5.7644110275689222        4.0319428014952967E-002   3.0573317783381560E-002   2.3558534758595616E-003
  -5.6641604010025066        4.0623065311560659E-002   2.9811838678773728E-002   2.8772477014136484E-003
  -5.5639097744360910        4.0922836440212933E-002   2.9045512083805260E-002   3.4472398817928817E-003
  -5.4636591478696754        4.1218667805301139E-002   2.8275090503386762E-002   4.0645707946307614E-003
  -5.3634085213032598        4.1510486778450338E-002   2.7501330463558557E-002   4.7278766371950387E-003
  -5.2631578947368425        4.1798221716353175E-002   2.6724991768604676E-002   5.4356920392901699E-003
  -5.1629072681704269        4.2081801978356176E-002   2.5946836754955474E-002   6.1864533005419713E-003
  -5.0626566416040113        4.2361157943803573E-002   2.5167629542600864E-002   6.9785018449129892E-003
  -4.9624060150375939        4.2636221029130901E-002   2.4388135284750978E-002   7.8100878848151277E-003
  -4.8621553884711783        4.2906923704701512E-002   2.3609119416485167E-002   8.6793742867277909E-003
  -4.7619047619047628        4.3173199511384180E-002   2.2831346903120765E-002   9.5844406297786785E-003
  -4.6616541353383472        4.3434983076871436E-002   2.2055581489045878E-002   1.0523287448323107E-002
  -4.5614035087719316        4.3692210131727624E-002   2.1282584947750302E-002   1.1493840649148566E-002
  -4.4611528822055142        4.3944817525169537E-002   2.0513116333790632E-002   1.2493956093545148E-002
  -4.3609022556390986        4.4192743240565477E-002   1.9747931237427383E-002   1.3521424334119984E-002
  -4.2606516290726830        4.4435926410666328E-002   1.8987781042662428E-002   1.4573975495892604E-002
  -4.1604010025062657        4.4674307332544766E-002   1.8233412189405992E-002   1.5649284290884833E-002
  -4.0601503759398501        4.4907827482255532E-002   1.7485565440500891E-002   1.6744975155129072E-002
  -3.9598997493734345        4.5136429529200058E-002   1.6744975154320996E-002   1.7858627496745594E-002
  -3.8596491228070171        4.5360057350204472E-002   1.6012368563655933E-002   1.8987781043497118E-002
  -3.7593984962406033        4.5578656043298998E-002   1.5288465061596795E-002   2.0129941278002293E-002
  -3.6591478696741859        4.5792171941192540E-002   1.4573975495117008E-002   2.1282584948604862E-002
  -3.5588972431077721        4.6000552624451567E-002   1.3869601467047563E-002   2.2443165643720543E-002
  -3.4586466165413547        4.6203746934369176E-002   1.3176034647126886E-002   2.3609119417352355E-002
  -3.3583959899749374        4.6401704985523290E-002   1.2493956092807632E-002   2.4777870453339290E-002
  -3.2581453634085236        4.6594378178025371E-002   1.1824035580482320E-002   2.5946836755829109E-002
  -3.1578947368421062        4.6781719209451220E-002   1.1166930947787456E-002   2.7113435853404831E-002
  -3.0576441102756888        4.6963682086454052E-002   1.0523287447630673E-002   2.8275090504260594E-002
  -2.9573934837092750        4.7140222136056911E-002   9.8937371145756282E-003   2.9429234389823915E-002
  -2.8571428571428577        4.7311296016617481E-002   9.2788981442074748E-003   3.0573317784248155E-002
  -2.7568922305764403        4.7476861728472979E-002   8.6793742860871072E-003   3.1704813187246321E-002
  -2.6566416040100265        4.7636878624247925E-002   8.0957542508904232E-003   3.2821220907825424E-002
  -2.5563909774436091        4.7791307418834771E-002   7.5286111323164895E-003   3.3920074586586475E-002
  -2.4561403508771953        4.7940110199037059E-002   6.9785018443299790E-003   3.4998946644384035E-002
  -2.3558897243107779        4.8083250432881093E-002   6.4459665742922986E-003   3.6055453645317988E-002
  -2.2556390977443606        4.8220692978580240E-002   5.9315282525165261E-003   3.7087261562200310E-002
  -2.1553884711779467        4.8352404093165935E-002   5.4356920387693538E-003   3.8092090932870512E-002
  -2.0551378446115294        4.8478351440768890E-002   4.9589448262220403E-003   3.9067721895966259E-002
  -1.9548872180451156        4.8598504100560727E-002   4.5017547633398047E-003   4.0011999095024946E-002
  -1.8546365914786982        4.8712832574341634E-002   4.0645707941757842E-003   4.0922836440077451E-002
  -1.7543859649122808        4.8821308793786343E-002   3.6478222175257724E-003   4.1798221716226928E-002
  -1.6541353383458670        4.8923906127332752E-002   3.2519182653707904E-003   4.2636221029014362E-002
  -1.5538847117794496        4.9020599386719599E-002   2.8772477010273688E-003   4.3434983076765105E-002
  -1.4536340852130323        4.9111364833170801E-002   2.5241784373957708E-003   4.4192743240471392E-002
  -1.3533834586466185        4.9196180183226197E-002   2.1930571756822734E-003   4.4907827482173139E-002
  -1.2531328320802011        4.9275024614208858E-002   1.8842090649518813E-003   4.5578656043231476E-002
  -1.1528822055137837        4.9347878769337238E-002   1.5979373828434505E-003   4.6203746934318599E-002
  -1.0526315789473699        4.9414724762480038E-002   1.3345232377619395E-003   4.6781719209418093E-002
 -0.95238095238095255        4.9475546182544669E-002   1.0942252928405382E-003   4.7311296016599336E-002
 -0.85213032581453874        4.9530328097507979E-002   8.7727951194212326E-004   4.7791307418828539E-002
 -0.75187969924812137        4.9579057058081209E-002   6.8389892795226099E-004   4.8220692978587290E-002
 -0.65162907268170400        4.9621721101011936E-002   5.1427343358799156E-004   4.8598504100579878E-002
 -0.55137844611529019        4.9658309752022206E-002   3.6856959493024435E-004   4.8923906127364296E-002
 -0.45112781954887282        4.9688814028378235E-002   2.4693048786199090E-004   4.9196180183272022E-002
 -0.35087719298245901        4.9713226441097817E-002   1.4947555757295128E-004   4.9414724762539469E-002
 -0.25062656641604164        4.9731540996786276E-002   7.6300501268755208E-005   4.9579057058153492E-002
 -0.15037593984962427        4.9743753199111590E-002   2.7477174199642112E-005   4.9688814028463639E-002
  -5.0125313283210460E-002   4.9749860049903789E-002   3.0535191013464528E-006   4.9743753199209380E-002
   5.0125313283206907E-002   4.9749860049894359E-002   3.0535191170128866E-006   4.9743753199195787E-002
  0.15037593984962427        4.9743753199083370E-002   2.7477174246631729E-005   4.9688814028421568E-002
  0.25062656641603809        4.9731540996739432E-002   7.6300501347020239E-005   4.9579057058083846E-002
  0.35087719298245545        4.9713226441031481E-002   1.4947555768241047E-004   4.9414724762441117E-002
  0.45112781954887282        4.9688814028293088E-002   2.4693048800250448E-004   4.9196180183145158E-002
  0.55137844611528664        4.9658309751918289E-002   3.6856959510162273E-004   4.8923906127209253E-002
  0.65162907268170400        4.9621721100888687E-002   5.1427343379005172E-004   4.8598504100395866E-002
  0.75187969924811782        4.9579057057939351E-002   6.8389892818471827E-004   4.8220692978375390E-002
  0.85213032581453518        4.9530328097347649E-002   8.7727951220478500E-004   4.7791307418589134E-002
  0.95238095238095255        4.9475546182365777E-002   1.0942252931330223E-003   4.7311296016333430E-002
   1.0526315789473664        4.9414724762281974E-002   1.3345232380840976E-003   4.6781719209126015E-002
   1.1528822055137837        4.9347878769120120E-002   1.5979373831947533E-003   4.6203746934000964E-002
   1.2531328320801975        4.9275024613972221E-002   1.8842090653319720E-003   4.5578656042889354E-002
   1.3533834586466149        4.9196180182970874E-002   2.1930571760905913E-003   4.4907827481807230E-002
   1.4536340852130323        4.9111364832896617E-002   2.5241784378317511E-003   4.4192743240082911E-002
   1.5538847117794461        4.9020599386426257E-002   2.8772477014906176E-003   4.3434983076354738E-002
   1.6541353383458635        4.8923906127021112E-002   3.2519182658605895E-003   4.2636221028582562E-002
   1.7543859649122808        4.8821308793456343E-002   3.6478222180417489E-003   4.1798221715774797E-002
   1.8546365914786946        4.8712832573992872E-002   4.0645707947173891E-003   4.0922836439604912E-002
   1.9548872180451120        4.8598504100192862E-002   4.5017547639066031E-003   4.0011999094532534E-002
   2.0551378446115294        4.8478351440381900E-002   4.9589448268136894E-003   3.9067721895455161E-002
   2.1553884711779432        4.8352404092758726E-002   5.4356920393851243E-003   3.8092090932341012E-002
   2.2556390977443606        4.8220692978153241E-002   5.9315282531560119E-003   3.7087261561652991E-002
   2.3558897243107744        4.8083250432434180E-002   6.4459665749548711E-003   3.6055453644753668E-002
   2.4561403508771917        4.7940110198569121E-002   6.9785018450149857E-003   3.4998946643803437E-002
   2.5563909774436091        4.7791307418345974E-002   7.5286111330233130E-003   3.3920074585991576E-002
   2.6566416040100229        4.7636878623738943E-002   8.0957542516184207E-003   3.2821220907217070E-002
   2.7568922305764403        4.7476861727944082E-002   8.6793742868356977E-003   3.1704813186625651E-002
   2.8571428571428541        4.7311296016068004E-002   9.2788981449756069E-003   3.0573317783616744E-002
   2.9573934837092715        4.7140222135487291E-002   9.8937371153621431E-003   2.9429234389184138E-002
   3.0576441102756888        4.6963682085865037E-002   1.0523287448435269E-002   2.8275090503613477E-002
   3.1578947368421026        4.6781719208841915E-002   1.1166930948609368E-002   2.7113435852752103E-002
   3.2581453634085200        4.6594378177395403E-002   1.1824035581320285E-002   2.5946836755171801E-002
   3.3583959899749374        4.6401704984872935E-002   1.2493956093660852E-002   2.4777870452679186E-002
   3.4586466165413512        4.6203746933699545E-002   1.3176034647994718E-002   2.3609119416690728E-002
   3.5588972431077686        4.6000552623762868E-002   1.3869601467929352E-002   2.2443165643058986E-002
   3.6591478696741859        4.5792171940484759E-002   1.4573975496011759E-002   2.1282584947944709E-002
   3.7593984962405997        4.5578656042573176E-002   1.5288465062503670E-002   2.0129941277345631E-002
   3.8596491228070171        4.5360057349462600E-002   1.6012368564574442E-002   1.8987781042845573E-002
   3.9598997493734309        4.5136429528442157E-002   1.6744975155250447E-002   1.7858627496100780E-002
   4.0601503759398483        4.4907827481482622E-002   1.7485565441440996E-002   1.6744975154492886E-002
   4.1604010025062657        4.4674307331758305E-002   1.8233412190355971E-002   1.5649284290259548E-002
   4.2606516290726795        4.4435926409866544E-002   1.8987781043621799E-002   1.4573975495279702E-002
   4.3609022556390968        4.4192743239753446E-002   1.9747931238395224E-002   1.3521424333520918E-002
   4.4611528822055107        4.3944817524345141E-002   2.0513116334765581E-002   1.2493956092961701E-002
   4.5614035087719280        4.3692210130892029E-002   2.1282584948731829E-002   1.1493840648582566E-002
   4.6616541353383454        4.3434983076024440E-002   2.2055581490033529E-002   1.0523287447775635E-002
   4.7619047619047592        4.3173199510526963E-002   2.2831346904113588E-002   9.5844406292510849E-003
   4.8621553884711766        4.2906923703834782E-002   2.3609119417482352E-002   8.6793742862213974E-003
   4.9624060150375939        4.2636221028255643E-002   2.4388135285751674E-002   7.8100878843312526E-003
   5.0626566416040077        4.2361157942919593E-002   2.5167629543604353E-002   6.9785018444525606E-003
   5.1629072681704251        4.2081801977464001E-002   2.5946836755961027E-002   6.1864533001058913E-003
   5.2631578947368425        4.1798221715453672E-002   2.6724991769610920E-002   5.4356920388793058E-003
   5.3634085213032563        4.1510486777543404E-002   2.7501330464564953E-002   4.7278766368100888E-003
   5.4636591478696737        4.1218667804387057E-002   2.8275090504392416E-002   4.0645707942726320E-003
   5.5639097744360875        4.0922836439291697E-002   2.9045512084808513E-002   3.4472398814619724E-003
   5.6641604010025048        4.0623065310632631E-002   2.9811838679774678E-002   2.8772477011104721E-003
   5.7644110275689222        4.0319428014018846E-002   3.0573317784379033E-002   2.3558534755845121E-003
   5.8646616541353360        4.0011999094228451E-002   3.1329201653769817E-002   1.8842090650203886E-003
   5.9649122807017534        3.9700854026905437E-002   3.2078748037412931E-002   1.4633564226434990E-003
   6.0651629072681672        3.9386069200028927E-002   3.2821220907954946E-002   1.0942252928933553E-003
   6.1654135338345846        3.9067721895162444E-002   3.3555891183977171E-002   7.7763115743935819E-004
   6.2656641604010019        3.8745890268478356E-002   3.4282037445924174E-002   5.1427343362469430E-004
   6.3659147869674158        3.8420653331571276E-002   3.4998946644513723E-002   3.0473392931898441E-004
   6.4661654135338331        3.8092090932059279E-002   3.5705914800923888E-002   1.4947555759296170E-004
   6.5664160401002505        3.7760283733982616E-002   3.6402247698076165E-002   4.8841314054269382E-005
   6.6666666666666643        3.7425313197998376E-002   3.7087261562331192E-002   3.0535191042311044E-006
   6.7669172932330817        3.7087261561381660E-002   3.7760283734927895E-002   1.2213326789341145E-005
   6.8671679197994990        3.6746211817837500E-002   3.8420653332512635E-002   7.6300501332525730E-005
   6.9674185463659128        3.6402247697123129E-002   3.9067721896099451E-002   1.9517346183781247E-004
   7.0676691729323302        3.6055453644493252E-002   3.9700854027837039E-002   3.6856959506985305E-004
   7.1679197994987440        3.5705914799967729E-002   4.0319428014944730E-002   5.9610583561704061E-004
   7.2681704260651614        3.5353716977429568E-002   4.0922836440209956E-002   8.7727951215648065E-004
   7.3684210526315788        3.4998946643555413E-002   4.1510486778452496E-002   1.2114694579520400E-003
   7.4686716791979926        3.4641690896591276E-002   4.2081801978363476E-002   1.5979373831309222E-003
   7.5689223057644099        3.4282037444965052E-002   4.2636221029144460E-002   2.0358295057075768E-003
   7.6691729323308238        3.3920074585756299E-002   4.3173199511404532E-002   2.5241784377532861E-003
   7.7694235588972411        3.3555891183017834E-002   4.3692210131756511E-002   3.0619053225415080E-003
   7.8696741854636585        3.3189576645959833E-002   4.4192743240602912E-002   3.6478222179502323E-003
   7.9699248120300723        3.2821220906997586E-002   4.4674307332591395E-002   4.2806347208539453E-003
   8.0701754385964897        3.2450914399674791E-002   4.5136429529256061E-002   4.9589448267099347E-003
   8.1704260651629070        3.2078748036459506E-002   4.5578656043367416E-002   5.6812540180194004E-003
   8.2706766917293209        3.1704813186426276E-002   4.6000552624533217E-002   6.4459665748398025E-003
   8.3709273182957382        3.1329201652822901E-002   4.6401704985619095E-002   7.2513931000378305E-003
   8.4711779448621556        3.0952005650534093E-002   4.6781719209560577E-002   8.0957542514922317E-003
   8.5714285714285694        3.0573317783440117E-002   4.7140222136179112E-002   8.9771846730041429E-003
   8.6716791979949868        3.0193231021683840E-002   4.7476861728607531E-002   9.8937371152259569E-003
   8.7719298245614006        2.9811838678844731E-002   4.7791307418979884E-002   1.0843386737510669E-002
   8.8721804511278179        2.9429234389030112E-002   4.8083250433036739E-002   1.1824035581173781E-002
   8.9724310776942353        2.9045512083888392E-002   4.8352404093332996E-002   1.2833517204288993E-002
   9.0726817042606491        2.8660765969546004E-002   4.8598504100738751E-002   1.3869601467773341E-002
   9.1729323308270665        2.8275090503481919E-002   4.8821308793975220E-002   1.4929999462193673E-002
   9.2731829573934803        2.7888580371336104E-002   4.9020599386917940E-002   1.6012368564409525E-002
   9.3734335839598977        2.7501330463664781E-002   4.9196180183437063E-002   1.7114317612876892E-002
   9.4736842105263150        2.7113435852641678E-002   4.9347878769559025E-002   1.8233412190183419E-002
   9.5739348370927289        2.6724991768720289E-002   4.9475546182776428E-002   1.9367180001145779E-002
   9.6741854636591462        2.6336093577253299E-002   4.9579057058322717E-002   2.0513116334586076E-002
   9.7744360902255636        2.5946836755079111E-002   4.9658309752273283E-002   2.1668689596718516E-002
   9.8746867167919774        2.5557316867082226E-002   4.9713226441357637E-002   2.2831346903927859E-002
   9.9749373433583948        2.5167629542730909E-002   4.9743753199380264E-002   2.3998519722581421E-002
   10.075187969924812        2.4777870452601200E-002   4.9749860050172297E-002   2.5167629543413384E-002
