               t                   norm                    pos                  width
   3.5000000000000004       0.99999999999994982      -0.18774360799000878       0.57705850115882562     
   3.5500000000000003       0.99999999999994937      -0.18407497394113004       0.59806882589255106     
   3.6000000000000005       0.99999999999994993      -0.17994842276186057       0.62048265887598231     
   3.6500000000000004       0.99999999999995060      -0.17537403866832860       0.64394492111236845     
   3.7000000000000002       0.99999999999994948      -0.17036301319354241       0.66812673955963653     
   3.7500000000000004       0.99999999999994982      -0.16492762178434406       0.69272731303145796     
   3.8000000000000003       0.99999999999994937      -0.15908119778503202       0.71747374400879504     
   3.8500000000000005       0.99999999999995037      -0.15283810377230786       0.74211966982155897     
   3.9000000000000004       0.99999999999995104      -0.14621370021091715       0.76644328853899102     
   3.9500000000000002       0.99999999999995148      -0.13922431140589789       0.79024517124413463     
   4.0000000000000000       0.99999999999995182      -0.13188718873697858       0.81334609854135653     
   4.0500000000000007       0.99999999999995259      -0.12422047117457495       0.83558505225599500     
   4.1000000000000005       0.99999999999995326      -0.11624314309564468       0.85681742373011094     
   4.1500000000000004       0.99999999999995381      -0.10797498944056264       0.87691345754136651     
   4.2000000000000002       0.99999999999995459       -9.9436548277150510E-002  0.89575692515556549     
   4.2500000000000000       0.99999999999995570       -9.0649060862271189E-002  0.91324401044716641     
   4.3000000000000007       0.99999999999995648       -8.1634419312454867E-002  0.92928238364678306     
   4.3500000000000005       0.99999999999995737       -7.2415112011552984E-002  0.94379043909564142     
   4.4000000000000004       0.99999999999995848       -6.3014166895700996E-002  0.95669667329617225     
   4.4500000000000002       0.99999999999995914       -5.3455092765685233E-002  0.96793918198130502     
   4.5000000000000000       0.99999999999996037       -4.3761818786747238E-002  0.97746525760515490     
   4.5500000000000007       0.99999999999996170       -3.3958632348295749E-002  0.98523107141502331     
   4.6000000000000005       0.99999999999996270       -2.4070115472389766E-002  0.99120142691778046     
   4.6500000000000004       0.99999999999996370       -1.4121079980104688E-002  0.99534957403182234     
   4.7000000000000002       0.99999999999996481       -4.1365016474832605E-003  0.99765707550882854     
   4.7500000000000009       0.99999999999996669        5.8585463948493781E-003  0.99811371933789261     
   4.8000000000000007       0.99999999999996692        1.5838960745054805E-002  0.99671747284233281     
   4.8500000000000005       0.99999999999996869        2.5779675009400451E-002  0.99347447608516737     
   4.9000000000000004       0.99999999999997036        3.5655726983970258E-002  0.98839907405313299     
   4.9500000000000002       0.99999999999997136        4.5442325446272358E-002  0.98151388893198943     
   5.0000000000000009       0.99999999999997247        5.5114916272225936E-002  0.97284993566012012     
